"dataset_id","originalScientificName","n_interpreted","interpreted","aphiaids","url"
"58be7fc9-bef4-42db-9d4f-07106a711468","Eugyra adriatica",2,"Dalytyphloplanida;Eugyra adriatica","103763;853126","http://ipt.vliz.be/eurobis/resource?r=benthos_blackseacruises_2003_2011"
"58be7fc9-bef4-42db-9d4f-07106a711468","Golfingia minuta",4,"Nephasoma (Nephasoma) minutum;Postaphanostoma glandulosum;Praeaphanostoma brevifrons;Praeaphanostoma chaetocaudatum","136060;142620;142621;142622","http://ipt.vliz.be/eurobis/resource?r=benthos_blackseacruises_2003_2011"
"58be7fc9-bef4-42db-9d4f-07106a711468","Haliclona aquaeductus",3,"Haplopharyngidae;Stenostomidae;Tyrrheniellidae","142047;142048;142049","http://ipt.vliz.be/eurobis/resource?r=benthos_blackseacruises_2003_2011"
"58be7fc9-bef4-42db-9d4f-07106a711468","Haliclona implexa",2,"Dolichomacrostomidae;Macrostomidae","142051;142052","http://ipt.vliz.be/eurobis/resource?r=benthos_blackseacruises_2003_2011"
"58be7fc9-bef4-42db-9d4f-07106a711468","Hydrobia acuta",3,"Haploposthia;Kuma;Parahaplogonaria","142163;142164;142165","http://ipt.vliz.be/eurobis/resource?r=benthos_blackseacruises_2003_2011"
"58be7fc9-bef4-42db-9d4f-07106a711468","Iphinoe maeotica",2,"Megamorion;Meiocheta","142199;142200","http://ipt.vliz.be/eurobis/resource?r=benthos_blackseacruises_2003_2011"
"58be7fc9-bef4-42db-9d4f-07106a711468","Lentidium mediterraneum",4,"Cycloporus;Eurylepta;Oligocladus;Prostheceraeus","142221;142222;142223;142224","http://ipt.vliz.be/eurobis/resource?r=benthos_blackseacruises_2003_2011"
"58be7fc9-bef4-42db-9d4f-07106a711468","Macropipus depurator",3,"Armatoplana;Stylochus;Yungia","142243;142245;142246","http://ipt.vliz.be/eurobis/resource?r=benthos_blackseacruises_2003_2011"
"58be7fc9-bef4-42db-9d4f-07106a711468","Magelona papilicornis",4,"Acmostomum;Euxinia;Genostoma;Monoophorum","142254;142255;142256;142257","http://ipt.vliz.be/eurobis/resource?r=benthos_blackseacruises_2003_2011"
"58be7fc9-bef4-42db-9d4f-07106a711468","Megamphopus cornutus",2,"Baicalellia;Megamphopus cornutus","102377;142285","http://ipt.vliz.be/eurobis/resource?r=benthos_blackseacruises_2003_2011"
"58be7fc9-bef4-42db-9d4f-07106a711468","Microdeutopus anomalus",2,"Itaipusa;Leguta","142349;142351","http://ipt.vliz.be/eurobis/resource?r=benthos_blackseacruises_2003_2011"
"58be7fc9-bef4-42db-9d4f-07106a711468","Modiolus adriaticus",4,"Convolutidae;Paratomellidae;Proporidae;Solenofilomorphidae","142033;142041;142042;142044","http://ipt.vliz.be/eurobis/resource?r=benthos_blackseacruises_2003_2011"
"58be7fc9-bef4-42db-9d4f-07106a711468","Mycale syrinx",2,"Foviella;Uteriporus","142515;142516","http://ipt.vliz.be/eurobis/resource?r=benthos_blackseacruises_2003_2011"
"58be7fc9-bef4-42db-9d4f-07106a711468","Nana neritea",3,"Haliris granulata;Lyonsiella sinuosa;Verticordia quadrata","141958;403946;505159","http://ipt.vliz.be/eurobis/resource?r=benthos_blackseacruises_2003_2011"
"58be7fc9-bef4-42db-9d4f-07106a711468","Nereis longissima",2,"Hofsteniidae;Mecynostomidae","142037;142038","http://ipt.vliz.be/eurobis/resource?r=benthos_blackseacruises_2003_2011"
"58be7fc9-bef4-42db-9d4f-07106a711468","Notomastus liniatus",2,"Paromalostomum massiliensis;Paromalostomum minutum","142744;142745","http://ipt.vliz.be/eurobis/resource?r=benthos_blackseacruises_2003_2011"
"58be7fc9-bef4-42db-9d4f-07106a711468","Notomastus profundus",4,"Notomastus profundus;Paramacrostomum tricladoides;Paromalostomum parvum;Paromalostomum proceracauda","129900;142746;158306;484616","http://ipt.vliz.be/eurobis/resource?r=benthos_blackseacruises_2003_2011"
"58be7fc9-bef4-42db-9d4f-07106a711468","Nototropis guttatus",4,"Antromacrostomum armatum;Bradynectes sterreri;Macrostomum balticum;Nototropis guttatus","142749;142750;142751;488957","http://ipt.vliz.be/eurobis/resource?r=benthos_blackseacruises_2003_2011"
"58be7fc9-bef4-42db-9d4f-07106a711468","Obelia dichotoma",2,"Obelia dichotoma;Obelia fimbriata","117386;117387","http://ipt.vliz.be/eurobis/resource?r=benthos_blackseacruises_2003_2011"
"58be7fc9-bef4-42db-9d4f-07106a711468","Pholoe synophthalmica",3,"Pogaina natans;Pogaina suecica;Provortex affinis","142997;142998;142999","http://ipt.vliz.be/eurobis/resource?r=benthos_blackseacruises_2003_2011"
"58be7fc9-bef4-42db-9d4f-07106a711468","Phyllodoce tuberculata",2,"Genetyllis tuberculata;Otocelididae","142040;333495","http://ipt.vliz.be/eurobis/resource?r=benthos_blackseacruises_2003_2011"
"58be7fc9-bef4-42db-9d4f-07106a711468","Polititapes aureus",2,"Karkinorhynchides purpureus;Lehardyia megalopharynx","143136;143142","http://ipt.vliz.be/eurobis/resource?r=benthos_blackseacruises_2003_2011"
"58be7fc9-bef4-42db-9d4f-07106a711468","Pygospio elegans",4,"Pygospio elegans;Thylacorhynchus filostylis;Thylacorhynchus longicirrus;Thylacorhynchus pyriferus","131170;143300;143301;143302","http://ipt.vliz.be/eurobis/resource?r=benthos_blackseacruises_2003_2011"
"58be7fc9-bef4-42db-9d4f-07106a711468","Retusa variabilis",2,"Maehrenthalia agilis;Retusa variabilis","143311;576586","http://ipt.vliz.be/eurobis/resource?r=benthos_blackseacruises_2003_2011"
"58be7fc9-bef4-42db-9d4f-07106a711468","Rhithropanopeus harrisi",2,"Maehrenthalia americana;Maehrenthaliella intermedia","143312;480979","http://ipt.vliz.be/eurobis/resource?r=benthos_blackseacruises_2003_2011"
"58be7fc9-bef4-42db-9d4f-07106a711468","Rissoa splendida",4,"Adenorhynchus balticus;Brinkmanniella macrostomoides;Ciliopharyngiella constricta;Ciliopharyngiella intermedia","143315;143316;143317;143318","http://ipt.vliz.be/eurobis/resource?r=benthos_blackseacruises_2003_2011"
"58be7fc9-bef4-42db-9d4f-07106a711468","Serpula vermicularis",2,"Lenopharynx languidus;Proceropharynx anophthalmus","143374;143375","http://ipt.vliz.be/eurobis/resource?r=benthos_blackseacruises_2003_2011"
"58be7fc9-bef4-42db-9d4f-07106a711468","Setia valvatoides",4,"Proceropharynx litoralis;Solenopharynx flavidus;Sopharynx oculatus;Sopharynx typhlops","143376;143377;143378;143379","http://ipt.vliz.be/eurobis/resource?r=benthos_blackseacruises_2003_2011"
"58be7fc9-bef4-42db-9d4f-07106a711468","Suberites carnosus",2,"Castrada subsalsa;Suberites carnosus","134275;143463","http://ipt.vliz.be/eurobis/resource?r=benthos_blackseacruises_2003_2011"
"58be7fc9-bef4-42db-9d4f-07106a711468","Synisoma capito",3,"Trigonostomum coronatum;Trigonostomum setigerum;Trigonostomum venenosum","143452;143458;143459","http://ipt.vliz.be/eurobis/resource?r=benthos_blackseacruises_2003_2011"
"58be7fc9-bef4-42db-9d4f-07106a711468","Tetrastemma sp.",3,"Archilopsis marifuga;Archilopsis spinosa;Tetrastemma","122419;143525;143526","http://ipt.vliz.be/eurobis/resource?r=benthos_blackseacruises_2003_2011"
"58be7fc9-bef4-42db-9d4f-07106a711468","Trophonopsis breviata",2,"Archilopsis unipunctata;Trophonopsis breviata","143527;181033","http://ipt.vliz.be/eurobis/resource?r=benthos_blackseacruises_2003_2011"
"53092237-536e-4ad2-bb28-00fc467dbd26","Cyclonassa neritea",2,"Lentidium mediterraneum;Tritia neritea","139411;876816","http://ipt.vliz.be/eurobis/resource?r=blacksea_historicalbenthosdata_1959_1961"
"ba239315-1d4f-47aa-a398-5293782012fc","Aplysina cavernicola",2,"Aplysina aerophoba;Aplysina cavernicola","133911;133913","http://ipt.vliz.be/eurobis/resource?r=cormednet"
"ba239315-1d4f-47aa-a398-5293782012fc","Eunicella singularis",2,"Eunicella cavolini;Eunicella singularis","125361;125365","http://ipt.vliz.be/eurobis/resource?r=cormednet"
"0c1cb7e9-c7d1-4643-b245-daa8839a183f","ANOMIACEA",2,"Anomiidae;Anomioidea","214;153024","http://ipt.vliz.be/eurobis/resource?r=dassh"
"0c1cb7e9-c7d1-4643-b245-daa8839a183f","Acheliaechinata",2,"Acanthocardia echinata;Achelia echinata","134599;138992","http://ipt.vliz.be/eurobis/resource?r=dassh"
"0c1cb7e9-c7d1-4643-b245-daa8839a183f","Actinidae",2,"Actinia;Actiniidae","100653;100694","http://ipt.vliz.be/eurobis/resource?r=dassh"
"0c1cb7e9-c7d1-4643-b245-daa8839a183f","Ampharete lindstreomi",2,"Ampharete finmarchica;Ampharete lindstroemi","129778;129781","http://ipt.vliz.be/eurobis/resource?r=dassh"
"0c1cb7e9-c7d1-4643-b245-daa8839a183f","Ampharete lindstroemi",2,"Ampharete finmarchica;Ampharete lindstroemi","129778;129781","http://ipt.vliz.be/eurobis/resource?r=dassh"
"0c1cb7e9-c7d1-4643-b245-daa8839a183f","Amphiura chiajei",2,"Actinia;Amphiura chiajei","100694;125073","http://ipt.vliz.be/eurobis/resource?r=dassh"
"0c1cb7e9-c7d1-4643-b245-daa8839a183f","Aphictene auricoma",2,"Amphictene auricoma;Aphrodita aculeata","129840;152448","http://ipt.vliz.be/eurobis/resource?r=dassh"
"0c1cb7e9-c7d1-4643-b245-daa8839a183f","Araphura brevimana",2,"Araphura brevimanus;Araphura brevirama","136344;148691","http://ipt.vliz.be/eurobis/resource?r=dassh"
"0c1cb7e9-c7d1-4643-b245-daa8839a183f","Astacilladilitata",2,"Astacilla dilatata;Neastacilla richardsonae","261438;295579","http://ipt.vliz.be/eurobis/resource?r=dassh"
"0c1cb7e9-c7d1-4643-b245-daa8839a183f","Barnacles",2,"Balanomorpha;Thecostraca","22388;106039","http://ipt.vliz.be/eurobis/resource?r=dassh"
"0c1cb7e9-c7d1-4643-b245-daa8839a183f","Chironomida",2,"Chironomidae;Ephydridae","118100;118101","http://ipt.vliz.be/eurobis/resource?r=dassh"
"0c1cb7e9-c7d1-4643-b245-daa8839a183f","Cladophora rupestris",2,"Cladophora;Cladophora rupestris","143996;145064","http://ipt.vliz.be/eurobis/resource?r=dassh"
"0c1cb7e9-c7d1-4643-b245-daa8839a183f","Edwardsia claparedi",2,"Edwardsia claparedii;Harmothoe glabra","100880;571832","http://ipt.vliz.be/eurobis/resource?r=dassh"
"0c1cb7e9-c7d1-4643-b245-daa8839a183f","Harmothoe glabra",2,"Harmothoe glabra;Phoronis","128545;571832","http://ipt.vliz.be/eurobis/resource?r=dassh"
"0c1cb7e9-c7d1-4643-b245-daa8839a183f","Harmothoe impar",2,"Edwardsia claparedii;Harmothoe impar","100880;130770","http://ipt.vliz.be/eurobis/resource?r=dassh"
"0c1cb7e9-c7d1-4643-b245-daa8839a183f","Haustorius arenarius",2,"Haustorius arenarius;Parahaustorius holmesi","102317;491532","http://ipt.vliz.be/eurobis/resource?r=dassh"
"0c1cb7e9-c7d1-4643-b245-daa8839a183f","Hiatella Arctica",2,"Hiatella;Hiatella arctica","138068;140103","http://ipt.vliz.be/eurobis/resource?r=dassh"
"0c1cb7e9-c7d1-4643-b245-daa8839a183f","Hiatella arctica",2,"Hiatella;Hiatella arctica","138068;140103","http://ipt.vliz.be/eurobis/resource?r=dassh"
"0c1cb7e9-c7d1-4643-b245-daa8839a183f","Hinia sp",2,"Nassarius;Tritia","138235;246140","http://ipt.vliz.be/eurobis/resource?r=dassh"
"0c1cb7e9-c7d1-4643-b245-daa8839a183f","Hinia sp.",2,"Nassarius;Tritia","138235;246140","http://ipt.vliz.be/eurobis/resource?r=dassh"
"0c1cb7e9-c7d1-4643-b245-daa8839a183f","Isochnochiton albus",2,"Stenosemus albus;Subterenochiton albinus","247773;1646298","http://ipt.vliz.be/eurobis/resource?r=dassh"
"0c1cb7e9-c7d1-4643-b245-daa8839a183f","Laurencia pinnatifidia",2,"Laurencia pinnatifida;Osmundea pinnatifida","144847;163503","http://ipt.vliz.be/eurobis/resource?r=dassh"
"0c1cb7e9-c7d1-4643-b245-daa8839a183f","Lyssianassa ceratina",2,"Lysianassa caesarea;Lysianassa ceratina","102604;102605","http://ipt.vliz.be/eurobis/resource?r=dassh"
"0c1cb7e9-c7d1-4643-b245-daa8839a183f","Munna minuta",2,"Munna minuta;Uromunna petiti","118759;118766","http://ipt.vliz.be/eurobis/resource?r=dassh"
"0c1cb7e9-c7d1-4643-b245-daa8839a183f","Myriochele . danielsseni",2,"Myriochele;Myriochele danielsseni","129426;130540","http://ipt.vliz.be/eurobis/resource?r=dassh"
"0c1cb7e9-c7d1-4643-b245-daa8839a183f","Nephtys hombergi",2,"Harmothoe impar;Nephtys hombergii","130359;130770","http://ipt.vliz.be/eurobis/resource?r=dassh"
"0c1cb7e9-c7d1-4643-b245-daa8839a183f","ONCHIDORIDAE",2,"Onchidiidae;Onchidorididae","175;1773","http://ipt.vliz.be/eurobis/resource?r=dassh"
"0c1cb7e9-c7d1-4643-b245-daa8839a183f","Orbinia norvegica",2,"Phylo norvegica;Phylo nuda","334517;1548432","http://ipt.vliz.be/eurobis/resource?r=dassh"
"0c1cb7e9-c7d1-4643-b245-daa8839a183f","Parametaphoxus fultoni",2,"Metaphoxus fultoni;Parametaphoxus tulearensis","102981;549079","http://ipt.vliz.be/eurobis/resource?r=dassh"
"0c1cb7e9-c7d1-4643-b245-daa8839a183f","Philine aperta",2,"Philine aperta;Philine quadripartita","140744;574582","http://ipt.vliz.be/eurobis/resource?r=dassh"
"0c1cb7e9-c7d1-4643-b245-daa8839a183f","Philocheras bispinosus",2,"Philocheras bispinosus;Philocheras bispinosus bispinosus","107557;108207","http://ipt.vliz.be/eurobis/resource?r=dassh"
"0c1cb7e9-c7d1-4643-b245-daa8839a183f","Phoronis sp",2,"Amphiura chiajei;Phoronis","125073;128545","http://ipt.vliz.be/eurobis/resource?r=dassh"
"0c1cb7e9-c7d1-4643-b245-daa8839a183f","Polygireulima monterosatoi",2,"Leiostraca pyramidalis;Melanella monterosatoi","139853;566736","http://ipt.vliz.be/eurobis/resource?r=dassh"
"0c1cb7e9-c7d1-4643-b245-daa8839a183f","Rissoa Parva",2,"Rissoa;Rissoa parva","138456;141365","http://ipt.vliz.be/eurobis/resource?r=dassh"
"0c1cb7e9-c7d1-4643-b245-daa8839a183f","Rissoa parva",2,"Rissoa;Rissoa parva","138456;141365","http://ipt.vliz.be/eurobis/resource?r=dassh"
"0c1cb7e9-c7d1-4643-b245-daa8839a183f","Serpulidae",2,"Serpulidae;Spirorbis","988;129642","http://ipt.vliz.be/eurobis/resource?r=dassh"
"0c1cb7e9-c7d1-4643-b245-daa8839a183f","Thyasira polygona",2,"Thyasira biplicata;Thyasira polygona","141655;875219","http://ipt.vliz.be/eurobis/resource?r=dassh"
"556cc02f-da65-4233-85b0-cebc2c3aadfc","Metalinhomoeus",2,"Desmolaiminae;Metalinhomoeus","2244;2476","http://ipt.vliz.be/eurobis/resource?r=deep-sea_meiobenthos_calvi_corsica_september_1982"
"3c310763-cce7-499c-8bec-4ae728283da7","Gammarus zaddachi",2,"Gammarus tigrinus;Gammarus zaddachi","102296;102299","http://ipt.vliz.be/eurobis/resource?r=emodnet_06_msfd"
"ea0d2009-f567-44a9-9749-7bcbaf930d03","Platyhelminthes",2,"Platyhelminthes;Turbellaria","793;794","http://ipt.vliz.be/eurobis/resource?r=emodnet_07_cefas_mcz_improved"
"ea0d2009-f567-44a9-9749-7bcbaf930d03","Polycirrus",2,"Polycirrini;Polycirrus","129710;181512","http://ipt.vliz.be/eurobis/resource?r=emodnet_07_cefas_mcz_improved"
"4bdc1f6f-e16a-48b4-b995-b51bd41caa8d","Austropenaeus nitidus",2,"Aristeus antennatus;Austropenaeus nitidus","107083;246428","http://ipt.vliz.be/eurobis/resource?r=ewing_valdivia_bank"
"b7735837-9add-4b42-be20-f4d4a2e5bf13","Actinocyclus ehrenbergi",2,"Actinocyclus ehrenbergii;Eupodiscus ralfsii var. ralfsii","149283;979620","http://ipt.vliz.be/eurobis/resource?r=fouling_taxa_ostend_1964"
"ad6cc948-b7ff-41cc-8861-4ae90ffa1053","Sparisoma cretense",2,"Biota;Sparisoma cretense","1;231441","http://ipt.vliz.be/eurobis/resource?r=helcom_ospar_spain_ports_water_sampling"
"4c224fea-7e00-442b-a163-3fe82870f93c","Crangon",2,"Alpheus;Crangon","106978;107007","http://ipt.vliz.be/eurobis/resource?r=ices_datras_bits"
"28994fa2-d07a-45c9-84b7-3fff3d728f4b","Dipturus intermedia",2,"Dipturus batis;Dipturus intermedius","105869;711846","http://ipt.vliz.be/eurobis/resource?r=ices_datras_ie_igfs"
"3d08e18e-6146-4e27-ab0e-03504a65cbd4","Loripes lacteus",2,"Loripes lacteus;Loripes orbiculatus","717013;875379","http://ipt.vliz.be/eurobis/resource?r=inventaires-sbroscoff"
"3d08e18e-6146-4e27-ab0e-03504a65cbd4","Loripes lucinalis",2,"Loripes lacteus;Loripes orbiculatus","717013;875379","http://ipt.vliz.be/eurobis/resource?r=inventaires-sbroscoff"
"3d08e18e-6146-4e27-ab0e-03504a65cbd4","Mactra corallina",2,"Mactra corallina;Mactra stultorum","140299;151616","http://ipt.vliz.be/eurobis/resource?r=inventaires-sbroscoff"
"3d08e18e-6146-4e27-ab0e-03504a65cbd4","Nucula turgida",2,"Nucula nitidosa;Nucula turgida","140589;152274","http://ipt.vliz.be/eurobis/resource?r=inventaires-sbroscoff"
"3d08e18e-6146-4e27-ab0e-03504a65cbd4","Pandora albida",2,"Pandora albida;Pandora inaequivalvis","140674;152817","http://ipt.vliz.be/eurobis/resource?r=inventaires-sbroscoff"
"3d08e18e-6146-4e27-ab0e-03504a65cbd4","Philbertia linearis aequalis",2,"Cyrillia aequalis;Cyrillia linearis","1389219;1389226","http://ipt.vliz.be/eurobis/resource?r=inventaires-sbroscoff"
"3d08e18e-6146-4e27-ab0e-03504a65cbd4","Rissoella opalina",2,"Rissoella globularis;Rissoella opalina","141148;141149","http://ipt.vliz.be/eurobis/resource?r=inventaires-sbroscoff"
"3d08e18e-6146-4e27-ab0e-03504a65cbd4","Tricolia pullus",2,"Tricolia pullus;Tricolia pullus picta","141700;180912","http://ipt.vliz.be/eurobis/resource?r=inventaires-sbroscoff"
"3d08e18e-6146-4e27-ab0e-03504a65cbd4","Trivia arctica",2,"Trivia arctica;Trivia monacha","141741;141744","http://ipt.vliz.be/eurobis/resource?r=inventaires-sbroscoff"
"b13cce4b-3894-4e89-82e6-aefa341ec2f7","Amphidinium",2,"Amphidinium;Pseudo-nitzschia delicatissima","109473;149153","http://ipt.vliz.be/eurobis/resource?r=iof_phypl_2013_2014"
"b13cce4b-3894-4e89-82e6-aefa341ec2f7","Ceratium macroceros",2,"Thalassionema;Tripos macroceros","149092;841260","http://ipt.vliz.be/eurobis/resource?r=iof_phypl_2013_2014"
"b13cce4b-3894-4e89-82e6-aefa341ec2f7","Cylindrotheca closterium",2,"Cyclotella;Cylindrotheca closterium","148905;149004","http://ipt.vliz.be/eurobis/resource?r=iof_phypl_2013_2014"
"b13cce4b-3894-4e89-82e6-aefa341ec2f7","Dactyliosolen fragilissimus",2,"Cylindrotheca closterium;Rhizosolenia fragilissima f. fragilissima","149004;985165","http://ipt.vliz.be/eurobis/resource?r=iof_phypl_2013_2014"
"b13cce4b-3894-4e89-82e6-aefa341ec2f7","Oxytoxum scolopax",2,"Oxytoxum scolopax;Tripos muelleri","110115;495363","http://ipt.vliz.be/eurobis/resource?r=iof_phypl_2013_2014"
"b13cce4b-3894-4e89-82e6-aefa341ec2f7","Pleurosigma angulatum",2,"Licmophora;Pleurosigma angulatum","149183;149342","http://ipt.vliz.be/eurobis/resource?r=iof_phypl_2013_2014"
"b13cce4b-3894-4e89-82e6-aefa341ec2f7","Pseudo-nitzschia  delicatissima",2,"Proboscia alata;Pseudo-nitzschia delicatissima","149153;149168","http://ipt.vliz.be/eurobis/resource?r=iof_phypl_2013_2014"
"b13cce4b-3894-4e89-82e6-aefa341ec2f7","Rhabdolithes claviger",2,"Rhabdolithes claviger;Rhabdosphaera tignifer","576684;626382","http://ipt.vliz.be/eurobis/resource?r=iof_phypl_2013_2014"
"ffb0c701-ecb7-4b25-b511-0a0f6ad5ed54","Licmophora flabellata",2,"Exilaria flabellata;Licmophora flabellata","962773;966234","http://ipt.vliz.be/eurobis/resource?r=iof_phytoplankton_composition"
"ffb0c701-ecb7-4b25-b511-0a0f6ad5ed54","Protoperidinium divergens",2,"Protoperidinium divergens;Protoperidinium excentricum","110219;110220","http://ipt.vliz.be/eurobis/resource?r=iof_phytoplankton_composition"
"ffb0c701-ecb7-4b25-b511-0a0f6ad5ed54","Rhizosolenia fragilissima",2,"Rhizosolenia delicatula;Rhizosolenia fragilissima f. fragilissima","149114;985165","http://ipt.vliz.be/eurobis/resource?r=iof_phytoplankton_composition"
"e69be30f-84e8-4c21-a7ce-9fb4fb14ce6a","Stolonifera",2,"Malacalcyonacea;Stolonifera","153683;1609357","http://ipt.vliz.be/eurobis/resource?r=jncc_mr_snapshot_whole_uk_3"
"ebdeede8-dd93-4e2f-979e-e097bd516dcb","Fucus",2,"Fucus;Fucus ceranoides","144129;145542","http://ipt.vliz.be/eurobis/resource?r=jncc_mr_snapshot_whole_uk_8"
"b1363fbb-afec-4dc7-85b6-39b8a5ebb55c","Chavturia abyssopelagica",2,"Chavturia abyssopelagica;Fellia","175710;827480","http://ipt.vliz.be/eurobis/resource?r=library_martinangel_halocyprida"
"06aaf685-c9db-4ff0-b45f-bf7b78df1c2f","Halalaimus",2,"Halalaimus;Halalaimus florescens","2548;227893","http://ipt.vliz.be/eurobis/resource?r=macro-and_meiobenthos_of_a_sublittoral_sandbank_in_the_southern_bight_of_the_north_sea_5_september_1978"
"06aaf685-c9db-4ff0-b45f-bf7b78df1c2f","Nannolaimus",2,"Nannolaimus;Nannolaimus guttatus","2317;229196","http://ipt.vliz.be/eurobis/resource?r=macro-and_meiobenthos_of_a_sublittoral_sandbank_in_the_southern_bight_of_the_north_sea_5_september_1978"
"a4695be4-9914-4cc2-ac24-201bd868db57","Clymene sp.p.",2,"Clymene;Stenella","137024;603309","http://ipt.vliz.be/eurobis/resource?r=macrobenthos_alpe_adria"
"a4695be4-9914-4cc2-ac24-201bd868db57","Loripes lacteus",2,"Loripes lacteus;Loripes orbiculatus","717013;875379","http://ipt.vliz.be/eurobis/resource?r=macrobenthos_alpe_adria"
"a4695be4-9914-4cc2-ac24-201bd868db57","Loripes lucinalis",2,"Loripes lacteus;Loripes orbiculatus","717013;875379","http://ipt.vliz.be/eurobis/resource?r=macrobenthos_alpe_adria"
"a4695be4-9914-4cc2-ac24-201bd868db57","Phyllodoce",2,"Phyllodoce;Velella","117200;129455","http://ipt.vliz.be/eurobis/resource?r=macrobenthos_alpe_adria"
"a4695be4-9914-4cc2-ac24-201bd868db57","Terebellidae indet.",2,"Seraphsidae;Terebellidae","982;411720","http://ipt.vliz.be/eurobis/resource?r=macrobenthos_alpe_adria"
"9df9e620-d008-4cd2-82d6-aecc6af23644","Glycera rouxii",2,"Glycera;Glycera unicornis","129296;130131","http://ipt.vliz.be/eurobis/resource?r=macrobenthosritmare-podelta"
"9df9e620-d008-4cd2-82d6-aecc6af23644","Nereis lamellosa",2,"Nereis;Nereis lamellosa","129379;130402","http://ipt.vliz.be/eurobis/resource?r=macrobenthosritmare-podelta"
"9df9e620-d008-4cd2-82d6-aecc6af23644","Pharaonella astula",2,"Peronidia albicans;Pharaonella astula","711139;878285","http://ipt.vliz.be/eurobis/resource?r=macrobenthosritmare-podelta"
"239b0a6b-0ac6-4ede-a8eb-89269c0f8655","Abra prismatica",2,"Abra prismatica;Amphibalanus improvisus","141436;421139","http://ipt.vliz.be/eurobis/resource?r=macrozoobenthos_danube_mouths_2000_2010"
"239b0a6b-0ac6-4ede-a8eb-89269c0f8655","Alitta succinea",2,"Alitta succinea;Nephtys hombergii","130359;234850","http://ipt.vliz.be/eurobis/resource?r=macrozoobenthos_danube_mouths_2000_2010"
"239b0a6b-0ac6-4ede-a8eb-89269c0f8655","Cerastoderma edule",3,"Abra prismatica;Ariadnaria borealis;Cerastoderma edule","138998;141436;714762","http://ipt.vliz.be/eurobis/resource?r=macrozoobenthos_danube_mouths_2000_2010"
"239b0a6b-0ac6-4ede-a8eb-89269c0f8655","Iphinoe elisae",2,"Eocuma ferox;Iphinoe elisae","110450;110455","http://ipt.vliz.be/eurobis/resource?r=macrozoobenthos_danube_mouths_2000_2010"
"239b0a6b-0ac6-4ede-a8eb-89269c0f8655","Mytilus galloprovincialis",2,"Cerastoderma edule;Mytilus galloprovincialis","138998;140481","http://ipt.vliz.be/eurobis/resource?r=macrozoobenthos_danube_mouths_2000_2010"
"239b0a6b-0ac6-4ede-a8eb-89269c0f8655","Phoronis euxinicola",2,"Haplostomella borealis;Phoronis euxinicola","345927;362152","http://ipt.vliz.be/eurobis/resource?r=macrozoobenthos_danube_mouths_2000_2010"
"1e322446-2db5-42ed-87a2-9cc7348ad4b4","Oithona juv.",2,"Fiona;Oithona","106485;138007","http://ipt.vliz.be/eurobis/resource?r=mesozooplankton_interreg"
"1e322446-2db5-42ed-87a2-9cc7348ad4b4","Oithona sp.p.",2,"Fiona;Oithona","106485;138007","http://ipt.vliz.be/eurobis/resource?r=mesozooplankton_interreg"
"cfa6809d-50cf-4f29-99d1-9e9bbf39c59c","Aplysia",2,"Aplysia;Aplysina","131975;137654","http://ipt.vliz.be/eurobis/resource?r=mi_wfd_benthos"
"cfa6809d-50cf-4f29-99d1-9e9bbf39c59c","Spio",2,"Delavalia;Spio","129625;347056","http://ipt.vliz.be/eurobis/resource?r=mi_wfd_benthos"
"cfa6809d-50cf-4f29-99d1-9e9bbf39c59c","Terebellidae",2,"Seraphsidae;Terebellidae","982;411720","http://ipt.vliz.be/eurobis/resource?r=mi_wfd_benthos"
"4567d82a-985c-4fca-830f-a1140f644ed2","Eutintinnus cf. lusus-undae",2,"Eutintinnus;Eutintinnus lusus-undae","183543;235772","http://ipt.vliz.be/eurobis/resource?r=microzoo_interreg"
"4567d82a-985c-4fca-830f-a1140f644ed2","Tiarina fusus",2,"Tiarina;Tiarina fusus","247913;247943","http://ipt.vliz.be/eurobis/resource?r=microzoo_interreg"
"0310154f-f82b-4cd8-9c90-f714569d5667","Lohmanniella",2,"Lohmannella;Lohmanniella","101180;114785","http://ipt.vliz.be/eurobis/resource?r=microzooplankton-prisma"
"baa2fd15-8103-4153-acaa-268bd41e5462","Spongia officinalis",2,"Hippospongia communis;Spongia (Spongia) officinalis","132377;165220","http://ipt.vliz.be/eurobis/resource?r=mme-t-mednet"
"8e1a7146-8eba-4c00-8243-88747d75296c","Oithona106485",2,"Monogenea;Phascolosomatidae","798;1645","http://ipt.vliz.be/eurobis/resource?r=netplankton_alpeadria"
"132ab7ea-1b4b-46ea-8f5f-6b8da98db2be","Vauntompsonia cristata",2,"Acrocnida brachiata;Vaunthompsonia cristata","110467;236130","http://ipt.vliz.be/eurobis/resource?r=nsbp_newel"
"3be91cf5-35bc-4e08-aa60-836b6ca47d6d","Dinophysis caudata",2,"Dinophysis caudata;Phalacroma rotundatum","109612;156505","http://ipt.vliz.be/eurobis/resource?r=phyto-interreg"
"3be91cf5-35bc-4e08-aa60-836b6ca47d6d","Dinophysis fortii",2,"Dinophysis caudata;Dinophysis fortii","109612;109624","http://ipt.vliz.be/eurobis/resource?r=phyto-interreg"
"3be91cf5-35bc-4e08-aa60-836b6ca47d6d","Dinophysis sacculus",2,"Dinophysis fortii;Dinophysis sacculus","109624;232261","http://ipt.vliz.be/eurobis/resource?r=phyto-interreg"
